color,director_name,duration,gross,movie_title,num_voted_users,language,country,content_rating,budget,title_year,imdb_score,movie_facebook_likes
Color,Irvin Kershner,127,290158751,Star Wars: Episode V - The Empire Strikes Back ,837759,English,USA,PG,18000000,1980,8.8,17000
Color,Michael Bay,119,65807024,Bad Boys ,172405,English,USA,R,19000000,1995,6.8,0
Color,David Zucker,85,86930411,The Naked Gun 2½: The Smell of Fear ,83269,English,USA,PG-13,23000000,1991,6.8,0
Color,James Wong,98,53302314,Final Destination ,181058,English,USA,R,23000000,2000,6.7,0
Color,George Clooney,101,40962534,The Ides of March ,188652,English,USA,R,12500000,2011,7.1,22000
Color,David Twohy,112,39235088,Pitch Black ,193962,English,USA,R,23000000,2000,7.1,5000
Color,Tony Goldwyn,97,27338033,Someone Like You... ,19709,English,USA,PG-13,23000000,2001,6.1,0
Color,Spike Jonze,126,25556065,Her ,355126,English,USA,R,23000000,2013,8,148000
Color,Dexter Fletcher,106,15785632,Eddie the Eagle ,32513,English,UK,PG-13,23000000,2016,7.5,15000
Color,John Dahl,97,21973182,Joy Ride ,53415,English,USA,R,23000000,2001,6.6,0
Color,Jonathan Newman,100,4756,The Adventurer: The Curse of the Midas Box ,4191,English,UK,PG,25000000,2013,5.4,0
Color,Wayne Wang,114,18653615,Anywhere But Here ,14786,English,USA,PG-13,23000000,1999,6.1,638
Color,Andy Cadiff,101,12189514,Chasing Liberty ,30092,English,USA,PG-13,23000000,2004,6.1,0
Color,Michael Dinner,88,13019253,The Crew ,3914,English,USA,PG-13,23000000,2000,5.6,153
Color,Steven Soderbergh,93,18934858,Haywire ,72646,English,Ireland,R,23000000,2011,5.8,0
Color,Joseph Sargent,92,20763013,Jaws: The Revenge ,30840,English,USA,PG-13,23000000,1987,2.8,0
Color,Jerry Zaks,98,12782508,Marvin's Room ,20163,English,USA,PG-13,23000000,1996,6.7,1000
Color,Fred Durst,94,11508423,The Longshots ,3174,English,USA,PG,23000000,2008,5.1,376
Color,Neil Jordan,102,10660147,The End of the Affair ,17740,English,UK,R,23000000,1999,7.2,0
Color,Simon Wincer,98,7434726,Harley Davidson and the Marlboro Man ,14473,English,USA,R,23000000,1991,6,0
Color,Paul Haggis,121,6777589,In the Valley of Elah ,60115,English,USA,R,,2007,7.2,0
Color,Anne Fontaine,111,6109075,Coco Before Chanel ,32003,French,France,PG-13,19430000,2009,6.7,0
Color,Jon Cassar,90,,Forsaken ,4693,English,Canada,R,11000000,2015,6.3,0
Color,Stephen Frears,100,2708188,Chéri ,8924,English,UK,R,23000000,2009,6.2,0
Color,,50,,Rogue             ,1781,English,USA,,,,6.8,532
Color,Mira Nair,141,16123851,Vanity Fair ,17373,English,USA,PG-13,23000000,2004,6.2,767
Color,Teddy Chan,139,,Bodyguards and Assassins ,6263,Mandarin,China,,23000000,2009,6.9,765
Color,Mikael Håfström,114,71975611,1408 ,209396,English,USA,PG-13,25000000,2007,6.8,11000
Color,Mel Brooks,96,38119483,Spaceballs ,136667,English,USA,PG,22700000,1987,7.1,13000
Color,Russell Crowe,111,4190530,The Water Diviner ,53341,English,Australia,R,22500000,2014,7.1,18000
Color,Jerry Zucker,127,217631306,Ghost ,154199,English,USA,PG-13,22000000,1990,7,0
Color,Bobby Farrelly,107,176483808,There's Something About Mary ,247289,English,USA,R,23000000,1998,7.1,0
Color,John Pasquin,97,144833357,The Santa Clause ,64742,English,USA,PG,22000000,1994,6.4,0
Color,John Lee Hancock,127,75597042,The Rookie ,26434,English,USA,G,20000000,2002,7,0
Color,Andy Fickman,110,90636983,The Game Plan ,44021,English,USA,PG,22000000,2007,6.2,0
Color,Clint Eastwood,135,70960517,The Bridges of Madison County ,54631,English,USA,PG-13,35000000,1995,7.5,0
Color,Luke Greenfield,84,55762229,The Animal ,47383,English,USA,PG-13,22000000,2001,4.8,1000
 Black and White,Richard Attenborough,240,,Gandhi ,171726,English,UK,PG,22000000,1982,8.1,12000
Color,Lasse Hallström,122,54235441,The Hundred-Foot Journey ,52894,English,USA,PG,22000000,2014,7.3,55000
Color,Irwin Winkler,114,50728000,The Net ,48909,English,USA,PG-13,22000000,1995,5.8,0
Color,Jessie Nelson,132,40270895,I Am Sam ,121937,English,USA,PG-13,22000000,2001,7.6,15000
Color,Christopher Spencer,170,59696176,Son of God ,15448,English,USA,PG-13,22000000,2014,5.6,15000
Color,Len Wiseman,133,51483949,Underworld ,208092,English,UK,R,22000000,2003,7,0
Color,Mikael Håfström,112,36020063,Derailed ,62584,English,USA,R,22000000,2005,6.6,0
Color,Steven Soderbergh,108,33313582,The Informant! ,52888,English,USA,R,21000000,2009,6.5,0
Color,Richard Attenborough,115,25842000,Shadowlands ,13455,English,UK,PG,22000000,1993,7.4,2000
Color,Mike Bigelow,83,22264487,Deuce Bigalow: European Gigolo ,41239,English,USA,R,22000000,2005,4.6,887
Color,Ken Scott,105,30659817,Delivery Man ,59805,English,USA,PG-13,26000000,2013,6.4,0
Color,Paul McGuigan,110,5773519,Victor Frankenstein ,28621,English,USA,PG-13,40000000,2015,6,11000
Color,Susanna White,108,3108216,Our Kind of Traitor ,2587,English,UK,R,,2016,6.4,0
Color,Dennis Dugan,96,19351569,Saving Silverman ,33287,English,USA,PG-13,22000000,2001,5.9,739
Color,David Bowers,94,49002815,Diary of a Wimpy Kid: Dog Days ,15665,English,USA,PG,22000000,2012,6.4,0
Color,Spike Lee,142,19283782,Summer of Sam ,31227,English,USA,R,22000000,1999,6.6,0
Color,Kevin Smith,104,30059386,Jay and Silent Bob Strike Back ,128593,English,USA,R,22000000,2001,6.9,0
Color,Michael Bay,136,35799026,The Island ,263336,English,USA,PG-13,126000000,2005,6.9,0
Color,Daniel Sackheim,106,17951431,The Glass House ,25462,English,USA,PG-13,30000000,2001,5.8,804
Color,Ethan Coen,106,29997095,"Hail, Caesar! ",60926,English,UK,PG-13,22000000,2016,6.4,23000
Color,Harry Elfont,98,14252830,Josie and the Pussycats ,18900,English,Canada,PG-13,22000000,2001,5.3,0
Color,Gary Fleder,100,19783777,Homefront ,82804,English,USA,R,22000000,2013,6.5,15000
Color,Uli Edel,95,13555988,The Little Vampire ,7242,English,Germany,PG,22000000,2000,5.7,0
Color,David O. Russell,107,12784713,I Heart Huckabees ,56813,English,USA,R,22000000,2004,6.7,0
Color,Fred Dekker,104,10696210,RoboCop 3 ,35018,English,USA,PG-13,23500000,1993,3.9,716
Color,Brian Trenchard-Smith,104,5974653,Megiddo: The Omega Code 2 ,2253,English,USA,PG-13,22000000,2001,4.1,158
Color,Blake Edwards,143,5000000,Darling Lili ,1547,English,USA,G,25000000,1970,6.2,104
Color,Hugh Wilson,77,9694105,Dudley Do-Right ,8176,English,USA,PG,22000000,1999,3.8,272
Color,Camille Delamarre,96,16027866,The Transporter Refueled ,26767,English,France,PG-13,25000000,2015,5.1,0
Color,Laurence Dunmore,114,4829497,The Libertine ,31433,English,UK,R,,2004,6.4,0
Color,Paul Verhoeven,145,4398392,Black Book ,59507,Dutch,Netherlands,R,21000000,2006,7.8,0
Color,Christian Carion,116,1050445,Joyeux Noel ,21394,French,France,PG-13,22000000,2005,7.8,11000
Color,David Palmer,100,13746550,Hit and Run ,29322,English,USA,R,2000000,2012,6.1,0
Color,Callie Khouri,104,20668843,Mad Money ,16831,English,USA,PG-13,22000000,2008,5.8,687
Color,Rowan Joffe,92,2963012,Before I Go to Sleep ,48873,English,UK,R,22000000,2014,6.3,11000
Color,William Friedkin,92,,Sorcerer ,9513,English,USA,PG,12000000,1977,7.7,0
Color,John Curran,105,1796024,Stone ,34985,English,USA,R,22000000,2010,5.4,0
Color,Laurent Tirard,120,634277,Molière ,5166,French,France,PG-13,16000000,2007,7.3,815
Color,Scott Cooper,116,11326836,Out of the Furnace ,83171,English,USA,R,22000000,2013,6.8,17000
Color,Tony Gilroy,119,49024969,Michael Clayton ,133367,English,USA,R,25000000,2007,7.3,0
Color,Peter Segal,101,22294341,My Fellow Americans ,12278,English,USA,PG-13,21500000,1996,6.5,758
Color,Mark Pellington,117,24362501,Arlington Road ,69980,English,USA,R,21500000,1999,7.2,0
Color,Juan José Campanella,106,,Underdogs ,6920,Spanish,Spain,PG,22000000,2013,6.7,0
Color,Woody Allen,112,16684352,To Rome with Love ,67893,English,USA,R,17000000,2012,6.3,18000
Color,Clint Eastwood,136,46700000,Firefox ,19832,English,USA,PG,21000000,1982,5.9,0
Color,Trey Parker,81,52008288,South Park: Bigger Longer & Uncut ,162037,English,USA,R,21000000,1999,7.8,0
Color,Frank Oz,87,8579684,Death at a Funeral ,89547,English,USA,R,9000000,2007,7.4,0
Color,Stuart Gillard,96,42660000,Teenage Mutant Ninja Turtles III ,25086,English,USA,PG,17000000,1993,4.8,1000
Color,Brian Robbins,106,40219708,Hardball ,22649,English,USA,PG-13,21000000,2001,6.3,0
Color,David O. Russell,122,132088910,Silver Linings Playbook ,533607,English,USA,R,21000000,2012,7.8,117000
Color,Richard LaGravenese,123,36581633,Freedom Writers ,52533,English,Germany,PG-13,21000000,2007,7.5,10000
Color,Tyler Perry,133,37721949,For Colored Girls ,6067,English,USA,R,,2010,6,0
Color,Louis Leterrier,92,25296447,The Transporter ,237248,English,France,PG-13,21000000,2002,6.8,0
Color,Jeff Wadlow,110,24848292,Never Back Down ,80556,English,USA,PG-13,20000000,2008,6.6,0
 Black and White,Katt Shea,104,17757087,The Rage: Carrie 2 ,13065,English,USA,R,21000000,1999,4.6,897
Color,,60,,The Bachelor             ,4398,English,USA,,3000000,,2.9,141
Color,Sam Mendes,98,9430988,Away We Go ,45992,English,USA,R,17000000,2009,7.1,7000
Color,Joshua Michael Stern,120,16284360,Swing Vote ,15079,English,USA,PG-13,21000000,2008,6.1,1000
Color,Brad Silberling,112,6830957,Moonlight Mile ,11983,English,USA,PG-13,21000000,2002,6.7,365
Color,Tomas Alfredson,127,24104113,Tinker Tailor Soldier Spy ,149066,English,France,R,20000000,2011,7.1,24000
Color,John Duigan,102,15593,Molly ,2295,English,USA,PG-13,21000000,1999,5.8,284
Color,Jodie Foster,91,958319,The Beaver ,39764,English,USA,PG-13,21000000,2011,6.7,17000
Color,Colin Higgins,114,69700000,The Best Little Whorehouse in Texas ,7748,English,USA,R,35000000,1982,5.8,0
Color,David Cronenberg,115,2840417,eXistenZ ,77493,English,Canada,R,31000000,1999,6.8,6000
Color,Steven Spielberg,115,242374454,Raiders of the Lost Ark ,661017,English,USA,PG,18000000,1981,8.5,16000
Color,Chris Columbus,120,173585516,Home Alone 2: Lost in New York ,200077,English,USA,PG,18000000,1992,6.6,0
Color,Steven Spielberg,135,128300000,Close Encounters of the Third Kind ,139288,English,USA,PG,19400870,1977,7.7,0
Color,Jim Sonzero,90,20259297,Pulse ,24969,English,USA,PG-13,20000000,2006,4.7,0
Color,Tony Scott,100,153665036,Beverly Hills Cop II ,84824,English,USA,R,28000000,1987,6.4,0
Color,Adam Shankman,105,132541238,Bringing Down the House ,30058,English,USA,PG-13,33000000,2003,5.5,800
Color,Jonathan Demme,138,130727000,The Silence of the Lambs ,887467,English,USA,R,19000000,1991,8.6,40000
Color,Penelope Spheeris,94,121697350,Wayne's World ,114610,English,USA,PG-13,20000000,1992,7,0
Color,Jeff Tremaine,101,117224271,Jackass 3D ,47794,English,USA,R,20000000,2010,7.1,0
Color,Jeannot Szwarc,131,102922376,Jaws 2 ,51314,English,USA,PG,20000000,1978,5.7,0
Color,Raja Gosnell,91,94497271,Beverly Hills Chihuahua ,17829,English,USA,PG,20000000,2008,3.7,0
Color,James Wan,112,137387272,The Conjuring ,300110,English,USA,R,20000000,2013,7.5,131000
Color,Brian Levant,95,82301521,Are We There Yet? ,22679,English,USA,PG,32000000,2005,4.6,773
Color,Ben Falcone,100,84518155,Tammy ,35965,English,USA,R,20000000,2014,4.9,11000
Color,D.J. Caruso,105,80050171,Disturbia ,186984,English,USA,PG-13,20000000,2007,6.9,0
Color,Richard Linklater,108,81257845,School of Rock ,210680,English,USA,PG-13,35000000,2003,7.1,0
Color,Paul W.S. Anderson,101,70360285,Mortal Kombat ,81783,English,USA,PG-13,18000000,1995,5.8,0
Color,Paul McGuigan,114,12831121,Wicker Park ,44979,English,USA,PG-13,30000000,2004,7,0
Color,Keenen Ivory Wayans,109,69148997,White Chicks ,98794,English,USA,PG-13,37000000,2004,5.4,0
Color,Alexander Payne,115,82624961,The Descendants ,205284,English,USA,R,20000000,2011,7.3,22000
 Black and White,Andrew Davis,117,67325559,Holes ,58222,English,USA,PG,20000000,2003,7.1,0
Color,Julie Anne Robinson,107,62933793,The Last Song ,62421,English,USA,PG,20000000,2010,5.8,10000
Color,Steve McQueen,134,56667870,12 Years a Slave ,439176,English,USA,R,20000000,2013,8.1,83000
Color,Charles Stone III,118,56398162,Drumline ,28649,English,USA,PG-13,20000000,2002,5.7,2000
Color,Tyler Perry,121,60072596,Why Did I Get Married Too? ,7664,English,USA,PG-13,20000000,2010,4.4,0
Color,Tim Burton,105,56362352,Edward Scissorhands ,357581,English,USA,PG-13,20000000,1990,7.9,16000
Color,Thea Sharrock,110,56154094,Me Before You ,44723,English,UK,PG-13,20000000,2016,7.6,51000
Color,Tyler Perry,114,65623128,Madea's Witness Protection ,7354,English,USA,PG-13,20000000,2012,4.8,0
Color,William Friedkin,104,,The French Connection ,82476,English,USA,R,1800000,1971,7.8,0
Color,Jon Lucas,100,55461307,Bad Moms ,4654,English,USA,R,20000000,2016,6.7,18000
Color,Aaron Seltzer,85,48546578,Date Movie ,50415,English,USA,PG-13,20000000,2006,2.7,806
Color,Robin Budd,72,48423368,Return to Never Land ,13324,English,USA,G,20000000,2002,5.8,302
Color,Ava DuVernay,128,52066000,Selma ,61114,English,UK,PG-13,20000000,2014,7.5,22000
Color,Steve Trenbirth,72,47887943,The Jungle Book 2 ,11634,English,USA,G,20000000,2003,5.4,227
Color,Stephen Kay,89,46363118,Boogeyman ,25960,English,USA,PG-13,20000000,2005,4.1,1000
Color,Mennan Yapo,96,47852604,Premonition ,62364,English,USA,PG-13,20000000,2007,5.9,0
Color,Jun Falkenstein,77,45542421,The Tigger Movie ,13319,English,USA,G,30000000,2000,6.3,347
Color,Jaume Collet-Serra,123,41573740,Orphan ,141663,English,USA,R,,2009,7,20000
Color,Boaz Yakin,111,42652003,Max ,18915,English,USA,PG,20000000,2015,6.8,33000
Color,,30,,Meet the Browns             ,1922,English,USA,,,,3.5,211
Color,Jason Friedberg,93,39737645,Epic Movie ,89687,English,USA,PG-13,20000000,2007,2.3,0
Color,John Milius,129,37567440,Conan the Barbarian ,113068,English,USA,R,20000000,1982,6.9,0
Color,Tom McCarthy,128,44988180,Spotlight ,195333,English,USA,R,20000000,2015,8.1,80000
Color,Neil LaBute,110,39263506,Lakeview Terrace ,40469,English,USA,PG-13,22000000,2008,6.1,0
Color,Takashi Shimizu,137,39143839,The Grudge 2 ,38658,English,USA,PG-13,20000000,2006,5,930
Color,Kevin Rodney Sullivan,124,37672350,How Stella Got Her Groove Back ,5427,English,USA,R,20000000,1998,5.5,0
Color,Peter Hewitt,93,38037513,Bill & Ted's Bogus Journey ,49680,English,USA,PG,20000000,1991,6.2,0
Color,Barry Levinson,115,37442180,Man of the Year ,28005,English,USA,PG-13,20000000,2006,6.2,0
Color,Gary Nelson,98,,The Black Hole ,18481,English,USA,PG,20000000,1979,5.9,4000
Color,Anton Corbijn,105,35596227,The American ,79461,English,USA,R,20000000,2010,6.3,10000
Color,Gregory Nava,127,35422828,Selena ,19126,English,USA,PG,20000000,1997,6.7,0
Color,Jason Friedberg,82,36658108,Vampires Suck ,39095,English,USA,PG-13,20000000,2010,3.5,16000
Color,Alejandro G. Iñárritu,143,34300771,Babel ,243799,English,France,R,25000000,2006,7.5,0
Color,Shawn Levy,103,34290142,This Is Where I Leave You ,54242,English,USA,R,19800000,2014,6.6,14000
Color,John Patrick Shanley,104,33422556,Doubt ,99236,English,USA,PG-13,20000000,2008,7.5,0
Color,Trey Parker,98,32774834,Team America: World Police ,136048,English,USA,R,30000000,2004,7.2,0
Color,John Luessenhop,92,34334256,Texas Chainsaw 3D ,35131,English,USA,R,11000000,2013,4.8,16000
Color,Jon Amiel,123,32051917,Copycat ,42315,English,USA,R,20000000,1995,6.6,0
Color,Malcolm D. Lee,88,32014289,Scary Movie 5 ,50337,English,USA,PG-13,20000000,2013,3.5,13000
Color,Joshua Logan,158,,Paint Your Wagon ,9352,English,USA,PG-13,20000000,1969,6.7,0
Color,Gus Van Sant,128,31838002,Milk ,136673,English,USA,R,20000000,2008,7.6,10000
Color,Kevin Reynolds,107,36874745,Risen ,12276,English,USA,PG-13,20000000,2016,6.3,21000
Color,Steve Beck,91,30079316,Ghost Ship ,75920,English,USA,R,35000000,2002,5.5,0
Color,Todd Strauss-Schulson,90,35033759,A Very Harold & Kumar 3D Christmas ,55008,English,USA,R,19000000,2011,6.3,21000
Color,John McNaughton,115,29753944,Wild Things ,90677,English,USA,R,20000000,1998,6.5,0
Color,Nelson McCormick,101,29062561,The Stepfather ,23424,English,USA,PG-13,,2009,5.6,0
Color,John Madden,113,31146570,The Debt ,55441,English,USA,R,20000000,2010,6.9,0
Color,Stephen Frears,113,27277055,High Fidelity ,143137,English,UK,R,20000000,2000,7.6,10000
Color,Eric Valette,87,26876529,One Missed Call ,26624,English,Japan,PG-13,27000000,2008,3.9,0
Color,John Schlesinger,101,53146000,Eye for an Eye ,9845,English,USA,R,20000000,1996,6.1,613
Color,Roger Donaldson,111,30028592,The Bank Job ,152247,English,UK,R,20000000,2008,7.3,0
Color,Michel Gondry,108,34126138,Eternal Sunshine of the Spotless Mind ,666937,English,USA,R,20000000,2004,8.3,52000
Color,Andy Fickman,105,25677801,You Again ,41273,English,USA,PG,20000000,2010,5.8,0
Color,David Ayer,109,26415649,Street Kings ,94892,English,USA,R,20000000,2008,6.8,0
Color,Edgar Wright,109,26003149,The World's End ,185587,English,UK,R,20000000,2013,7,49000
Color,Andrew Fleming,99,25584685,Nancy Drew ,15877,English,USA,PG,20000000,2007,5.9,590
Color,Michael Spierig,98,29975979,Daybreakers ,105797,English,Australia,R,20000000,2009,6.5,0
Color,Jim Field Smith,104,31584722,She's Out of My League ,101730,English,USA,R,20000000,2010,6.4,0
Color,Thomas Bezucha,109,23179303,Monte Carlo ,32951,English,Hungary,PG,20000000,2011,5.8,6000
Color,William Brent Bell,75,23078294,Stay Alive ,25870,English,USA,PG-13,9000000,2006,5.1,0
Color,Simon Wincer,119,21413105,Quigley Down Under ,15230,English,Australia,PG-13,20000000,1990,6.8,0
Color,Anthony Bell,90,25077977,Alpha and Omega ,10986,English,USA,PG,20000000,2010,5.3,0
Color,Renny Harlin,97,23292105,The Covenant ,39541,English,USA,PG-13,20000000,2006,5.3,3000
Color,Jessica Bendinger,103,26870825,Stick It ,22604,English,Germany,PG-13,,2006,6.4,0
Color,Robert Rodriguez,89,20916309,Shorts ,5332,English,USA,PG,40000000,2009,4.9,431
Color,Gus Van Sant,106,21200000,To Die For ,34774,English,USA,R,20000000,1995,6.8,1000
Color,Henry Joost,96,28876924,Nerve ,4303,English,USA,PG-13,20000000,2016,7.1,0
Color,Ed Harris,115,20207003,Appaloosa ,50198,English,USA,R,,2008,6.8,0
Color,John Carpenter,104,20241395,Vampires ,42664,English,USA,R,20000000,1998,6.1,0
Color,,24,,Yu-Gi-Oh! Duel Monsters             ,12417,Japanese,Japan,,,,7,124
 Black and White,Alfred Hitchcock,108,32000000,Psycho ,422432,English,USA,R,806947,1960,8.5,18000
Color,Howard Deutch,112,19151864,My Best Friend's Girl ,36983,English,USA,R,40000000,2008,5.9,0
Color,Shana Feste,104,23393765,Endless Love ,31323,English,USA,PG-13,20000000,2014,6.3,0
Color,Garry Marshall,113,18882880,Georgia Rule ,20539,English,USA,R,20000000,2007,5.9,681
Color,Steve Rash,98,8500000,Under the Rainbow ,2061,English,USA,PG,20000000,1981,5.4,501
Color,Richard Donner,121,,Ladyhawke ,33597,English,USA,PG-13,20000000,1985,7,0
Color,Mark Steven Johnson,114,18252684,Simon Birch ,18366,English,USA,PG,30000000,1998,6.9,0
Color,Mike Binder,124,19661987,Reign Over Me ,83786,English,USA,R,20000000,2007,7.5,0
Color,Sean Penn,148,18352454,Into the Wild ,426359,English,USA,R,15000000,2007,8.2,76000
Color,Todd Phillips,108,17803796,School for Scoundrels ,26100,English,USA,PG-13,20000000,2006,5.9,484
Color,Michael J. Bassett,95,17529157,Silent Hill: Revelation 3D ,49888,English,France,R,20000000,2012,5,25000
Color,Robert Rodriguez,108,25753840,From Dusk Till Dawn ,219091,English,USA,R,19000000,1996,7.3,12000
Color,Frank Nissen,68,18081626,Pooh's Heffalump Movie ,4180,English,USA,G,20000000,2005,6.4,264
Color,Jodie Foster,103,17518220,Home for the Holidays ,9105,English,USA,PG-13,20000000,1995,6.6,0
Color,Stephen Chow,99,17104669,Kung Fu Hustle ,99353,Cantonese,Hong Kong,R,20000000,2004,7.8,0
Color,,30,,Fired Up             ,114,English,USA,,,,6.7,4
Color,Peter Hastings,88,16988996,The Country Bears ,3875,English,USA,G,35000000,2002,4,422
Color,Marc Forster,128,15797907,The Kite Runner ,68119,Dari,USA,PG-13,20000000,2007,7.6,0
Color,Alejandro G. Iñárritu,124,16248701,21 Grams ,189683,English,USA,R,20000000,2003,7.7,0
Color,Paul Abascal,84,15712072,Paparazzi ,13210,English,USA,PG-13,20000000,2004,5.8,269
Color,Catherine Hardwicke,122,191449475,Twilight ,348010,English,USA,PG-13,37000000,2008,5.2,19000
Color,Chris Koch,101,15408822,A Guy Thing ,14147,English,USA,PG-13,20000000,2003,5.6,401
Color,Amy Heckerling,98,15464026,Loser ,23076,English,USA,PG-13,20000000,2000,5.3,1000
Color,Michael Moore,105,14359793,Capitalism: A Love Story ,35137,English,USA,R,,2009,7.4,10000
Color,George Stevens,225,8000000,The Greatest Story Ever Told ,6484,English,USA,G,20000000,1965,6.6,1000
Color,Billy Ray,111,,Secret in Their Eyes ,20186,English,USA,PG-13,19500000,2015,6.2,0
Color,Jason Friedberg,88,14174654,Disaster Movie ,74945,English,USA,PG-13,25000000,2008,1.9,0
Color,Nimród Antal,88,15988876,Armored ,26236,English,USA,PG-13,27000000,2009,5.7,0
Color,Jon Amiel,94,13801755,The Man Who Knew Too Little ,23928,English,USA,PG,20000000,1997,6.6,0
Color,Mark Mylod,117,13987482,What's Your Number? ,58957,English,USA,R,20000000,2011,6,0
Color,James Mather,95,14291570,Lockout ,82082,English,France,PG-13,20000000,2012,6.1,10000
Color,Barry Levinson,99,12181484,Envy ,26390,English,USA,PG-13,40000000,2004,4.8,713
Color,Mark Neveldine,96,13630226,Crank: High Voltage ,112516,English,USA,R,20000000,2009,6.2,0
Color,Woody Allen,98,13383737,Bullets Over Broadway ,29385,English,USA,R,20000000,1994,7.5,979
Color,Michael O. Sajbel,123,13391174,One Night with the King ,5796,English,USA,PG,20000000,2006,6.3,0
Color,Phillip Noyce,101,12987647,The Quiet American ,24019,English,UK,R,30000000,2002,7.1,983
Color,Gore Verbinski,102,12469811,The Weather Man ,69172,English,USA,R,22000000,2005,6.6,0
 Black and White,Walter Hill,94,12398628,Undisputed ,21542,English,USA,R,20000000,2002,6.1,977
Color,David Koepp,102,13214030,Ghost Town ,60516,English,USA,PG-13,20000000,2008,6.7,0
Color,Renny Harlin,108,12232937,12 Rounds ,22823,English,USA,PG-13,22000000,2009,5.6,0
Color,Matt Reeves,116,12134420,Let Me In ,92237,English,UK,R,20000000,2010,7.2,25000
Color,Charles T. Kanganis,93,11784000,3 Ninjas Kick Back ,6701,English,USA,PG,20000000,1994,4.3,444
Color,Michel Gondry,102,11169531,Be Kind Rewind ,79855,English,UK,PG-13,20000000,2008,6.4,0
Color,Stephen Frears,103,11034436,Mrs Henderson Presents ,13505,English,UK,R,20000000,2005,7.1,0
Color,John Hillcoat,115,12626905,Triple 9 ,32567,English,USA,R,20000000,2016,6.3,0
Color,Woody Allen,96,10569071,Deconstructing Harry ,35586,English,USA,R,20000000,1997,7.4,0
Color,Damon Santostefano,98,10544143,Three to Tango ,16372,English,Australia,PG-13,20000000,1999,6.1,311
Color,John Wells,101,13650738,Burnt ,61360,English,USA,R,20000000,2015,6.6,25000
Color,Neil Jordan,106,10555348,We're No Angels ,17349,English,USA,PG-13,20000000,1989,6,855
Color,Woody Allen,101,9714482,Everyone Says I Love You ,30083,English,USA,R,20000000,1996,6.8,0
Color,Frank Oz,87,8579684,Death at a Funeral ,89547,English,USA,R,9000000,2007,7.4,0
Color,James Wan,111,9525276,Death Sentence ,60156,English,USA,R,20000000,2007,6.8,0
Color,Kirk Jones,99,8855646,Everybody's Fine ,49855,English,USA,PG-13,21000000,2009,7.2,10000
Color,Bob Clark,88,9109322,Superbabies: Baby Geniuses 2 ,25371,English,Germany,PG,20000000,2004,1.9,0
Color,Les Mayfield,83,8326035,The Man ,21933,English,Germany,PG-13,33000000,2005,5.5,676
Color,Les Mayfield,91,8104069,Code Name: The Cleaner ,9785,English,USA,PG-13,20000000,2007,4.5,233
Color,Michael Lembeck,108,8054280,Connie and Carla ,6838,English,USA,PG-13,20000000,2004,6.3,924
Color,Bob Fosse,154,,Sweet Charity ,3454,English,USA,G,20000000,1969,7,548
Color,Paul Thomas Anderson,148,8093318,Inherent Vice ,61935,English,USA,R,20000000,2014,6.7,18000
Color,Dave Borthwick,77,7382993,Doogal ,3851,English,USA,G,20000000,2006,2.8,346
Color,Benson Lee,110,8888355,Battle of the Year ,7894,English,USA,PG-13,20000000,2013,5,0
Color,,42,,Perception             ,15612,English,USA,TV-14,,,7.5,0
Color,David Zucker,83,7001720,An American Carol ,8560,English,USA,PG-13,12000000,2008,4.3,797
Color,Robert Rodriguez,107,7268659,Machete Kills ,59248,English,Russia,R,20000000,2013,5.6,48000
Color,Glen Morgan,100,6852144,Willard ,15169,English,Canada,PG-13,22000000,2003,6.2,0
Color,Fred Wolf,87,6563357,Strange Wilderness ,18571,English,USA,R,20000000,2008,5.3,847
Color,Mike Leigh,154,6201757,Topsy-Turvy ,10037,English,UK,R,10000000,1999,7.4,608
Color,Alejandro Monteverde,106,6420319,Little Boy ,15978,English,Mexico,PG-13,20000000,2015,7.4,15000
Color,David Cronenberg,99,5702083,A Dangerous Method ,80617,English,UK,R,15000000,2011,6.5,36000
Color,Richard Linklater,100,5480996,A Scanner Darkly ,89383,English,USA,R,8700000,2006,7.1,0
Color,Michael Apted,116,6002756,Chasing Mavericks ,24997,English,USA,PG,20000000,2012,7.2,13000
Color,Uwe Boll,94,5132655,Alone in the Dark ,37626,English,Canada,R,20000000,2005,2.3,1000
Color,Todd Graff,111,5205343,Bandslam ,11958,English,USA,PG,20000000,2009,6.4,1000
Color,Jonathan Glazer,100,5005883,Birth ,29649,English,USA,R,20000000,2004,6.1,0
Color,J.C. Chandor,125,5749134,A Most Violent Year ,45799,English,USA,R,20000000,2014,7,0
Color,Paul Gross,114,,Passchendaele ,6904,English,Canada,R,20000000,2008,6.5,971
Color,Marc Abraham,119,4234040,Flash of Genius ,14301,English,USA,PG-13,20000000,2008,7,0
 Black and White,Todd Haynes,135,4001121,I'm Not There. ,48346,English,USA,R,20000000,2007,7,0
Color,Mabrouk El Mechri,93,3749061,The Cold Light of Day ,28629,English,USA,PG-13,20000000,2012,4.9,0
Color,Rian Johnson,114,3519627,The Brothers Bloom ,41737,English,USA,PG-13,20000000,2008,6.9,0
Color,Charlie Kaufman,124,3081925,"Synecdoche, New York ",55842,English,USA,R,21000000,2008,7.5,13000
Color,Hayao Miyazaki,134,2298191,Princess Mononoke ,221552,Japanese,Japan,PG-13,2400000000,1997,8.4,11000
 Black and White,Jean-Paul Rappeneau,114,2353728,Bon voyage ,4293,French,France,PG-13,20000000,2003,6.9,235
